,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2001),2181930,Da zhai men             ,大宅门,剧情,爱情,家庭,传记,历史,9.2,58475,67.9%,26.4%,5.1%,0.3%,0.2%,中国大陆,1275311,1274429,1274585,1274584,1020487,1050265,1313236,1054398,1001393,1021999,1274233,1315116,1317230,1315636,1274724,1276893,1318242,1324025,1313350,"https://ia.media-imdb.com/images/M/MV5BYzNhNWFhY2YtZDM1Ny00MTIzLWE3NTEtNzRhNTFkMzUzOWI0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
