,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),2230906,The Duchess (2008) ,公爵夫人 The Duchess,剧情,爱情,传记,历史,6.9,39169,7.8%,34.5%,51.0%,6.2%,0.5%,英国,意大利,法国,1305712,1054448,1006956,1007020,1017901,1000051,1049805,1326778,1048246,1137269,1007180,1009831,1018518,"https://ia.media-imdb.com/images/M/MV5BMTU1MTQzMjgzNl5BMl5BanBnXkFtZTcwNTQxMzk3MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
