,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,poster
0,(1996),2239286,Zai xiang liu luo guo             ,宰相刘罗锅,喜剧,古装,8.0,33021,27.2%,49.2%,22.1%,1.3%,0.3%,中国大陆,1275877,1317193,1038193,1015115,1313818,1030507,1274854,"https://ia.media-imdb.com/images/M/MV5BM2M4MDU0YWItY2FiNi00YzEyLTg5N2ItZGUxMTIxNTBmMzNmXkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_UY268_CR17,0,182,268_AL_.jpg"
