,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,poster
0,(2001),2153595,The Agony and the Ex-tacy             ,欲望都市 第四季 Sex and the City Season 4,喜剧,爱情,9.0,15786,58.4%,33.9%,7.3%,0.4%,0.1%,美国,1054389,1022572,1031811,1002678,"https://ia.media-imdb.com/images/M/MV5BMTMyMzA0NTMwOF5BMl5BanBnXkFtZTYwNTU4NDk5._V1_UY268_CR18,0,182,268_AL_.jpg"
