,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2008),2135981,Hua pi (2008) ,画皮 畫皮,剧情,爱情,惊悚,奇幻,6.5,259801,6.2%,28.8%,52.2%,10.7%,2.1%,中国大陆,香港,新加坡,1274245,1323176,1025194,1027798,1053618,1163713,1004856,1037547,1315699,1370431,1312846,1319169,1370442,1328184,1370443,1370444,1370445,1322644,1370446,1336304,1341864,1326066,1370447,1370448,1370449,"https://ia.media-imdb.com/images/M/MV5BNzUwMDkzNDQtNDhhMi00YjBiLTk4NTItOTQ3N2UzNDJmNjVlXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
