,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2007),2156528,The Big Bang Theory             ,生活大爆炸  第一季 The Big Bang Theory Season 1,喜剧,9.4,191769,74.2%,22.2%,3.2%,0.2%,0.1%,美国,1074159,1000004,1044725,1036309,1036349,1044886,1004618,1017958,1319156,1326670,1004711,1213804,1092374,"https://ia.media-imdb.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
