,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2007),2160611,Planet Terror (2007) ,恐怖星球 Planet Terror,动作,科幻,恐怖,7.4,32484,20.1%,40.7%,31.7%,5.9%,1.6%,美国,1019016,1049504,1013871,1004568,1002691,1036461,1025190,1370782,1010509,1013779,1116784,1055830,1048179,1041207,1276197,1022796,1239886,1054444,"https://ia.media-imdb.com/images/M/MV5BODdmNmM2ZTgtODM1MS00ZGMxLTk3MTMtMGQ1ODZhMTQ1NWEwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
