,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2268359,Twilight (2008) ,暮光之城 Twilight,剧情,爱情,惊悚,奇幻,7.3,287076,18.8%,38.3%,34.1%,6.7%,2.0%,美国,1027268,1012533,1035656,1036324,1031794,1044705,1018979,1031923,"https://ia.media-imdb.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
