,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),2284851,Elite Squad (2007) ,精英部队 Tropa de Elite,剧情,动作,惊悚,犯罪,7.9,28084,23.5%,51.8%,22.0%,2.1%,0.5%,巴西,美国,阿根廷,1023090,1009708,1112440,1310864,1041944,1172372,"https://ia.media-imdb.com/images/M/MV5BYTJkZjc4NDUtOGExMC00OTNiLWFlNzQtNjdlZmNkNThlMjAzXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
