,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2008),2147854,Yes Man (2008) ,好好先生 Yes Man,喜剧,爱情,7.6,68375,17.4%,48.9%,31.0%,2.4%,0.3%,美国,英国,1009586,1054438,1013758,1013757,1009214,1000122,1031859,1036526,1010570,1044726,1017953,1019143,1009425,"https://ia.media-imdb.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg"
