,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2000),2210241,Pin zui Zhang Damin de xing fu sheng huo             ,贫嘴张大民的幸福生活,剧情,喜剧,爱情,家庭,8.2,12781,36.0%,41.5%,20.4%,1.7%,0.3%,中国大陆,1314210,1275492,1310684,1000145,1275269,1313514,1046960,1320875,1317526,1274276,1274319,"https://ia.media-imdb.com/images/M/MV5BYTAxYTRiOGUtNWExNy00NWY4LTg5MDgtZWIxMGZiNGJjNzVjXkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_UY268_CR43,0,182,268_AL_.jpg"
