,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1999),2153599,Take Me Out to the Ball Game             ,欲望都市  第二季 Sex and the City Season 2,喜剧,爱情,8.9,18524,55.8%,35.9%,8.0%,0.3%,0.1%,美国,1054389,1022572,1031811,1002678,1040515,1314606,"https://ia.media-imdb.com/images/M/MV5BMjExMTg1NTgyNV5BMl5BanBnXkFtZTcwNTgxODIyMQ@@._V1_UY268_CR27,0,182,268_AL_.jpg"
