,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),2161696,He's Just Not That Into You (2009) ,他其实没那么喜欢你 He's Just Not That Into You,剧情,喜剧,爱情,7.7,284660,20.9%,47.7%,28.9%,2.2%,0.3%,美国,德国,荷兰,1022905,1016678,1054417,1016673,1013757,1054453,1068427,1054525,1017904,1017930,1000182,"https://ia.media-imdb.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
