,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2007),2138507,Fen dou             ,奋斗,喜剧,爱情,7.6,85751,22.9%,44.8%,26.2%,3.9%,2.1%,中国大陆,1274699,1275534,1011935,1009179,1011513,1027770,1274391,1274301,1316792,1316334,1275270,1274316,1315636,1021108,1323300,1338019,1315989,1275687,1275541,1275538,1313516,1323058,1328349,1315143,1322989,1316093,1274288,1370885,"https://ia.media-imdb.com/images/M/MV5BZmJmYzY4ZmEtZDhkZC00MThhLTk0NTQtNmRjOGEwOTBlMTg1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR17,0,182,268_AL_.jpg"
