,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2007),2149047,Mad Men             ,广告狂人 第一季 Mad Men Season 1,剧情,8.6,27305,46.8%,39.9%,11.9%,1.1%,0.2%,美国,1031817,1022566,1044892,1013762,1047880,1312967,"https://ia.media-imdb.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
