,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,poster
0,(2014),2209575,Boyhood (2014) ,少年时代 Boyhood,剧情,家庭,8.5,141907,42.3%,41.2%,14.6%,1.5%,0.4%,美国,1025246,1338014,1002694,1018984,1339907,1341871,1341872,1341873,1341874,1342053,1187108,1339909,1340637,1339908,1230000,1098986,1198019,1247567,1299387,1111531,1339912,1342067,1388400,1366187,1262004,1388407,1362024,1388408,1388409,1352062,"https://ia.media-imdb.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
