,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2002),2286642,Meitantei Conan: Bekâ Sutorîto no bôrei (2002) ,名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,动画,悬疑,冒险,8.8,80998,52.8%,35.8%,10.5%,0.7%,0.1%,日本,1315328,1048421,1018954,1003697,1038561,1029767,1038560,1002915,1025580,1027092,1156488,1042168,1037668,1019398,"https://ia.media-imdb.com/images/M/MV5BY2QwNzZmMzctNWQ1MS00ODYwLWEzM2QtNjdhODllNDE1MDJlXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR3,0,182,268_AL_.jpg"
