,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),2222996,Still Walking (2008) ,步履不停 歩いても 歩いても,剧情,家庭,8.8,76836,50.6%,40.4%,8.2%,0.5%,0.2%,日本,1274351,1012581,1018741,1223702,1045940,1320995,1323514,1322234,1041631,1038928,1014853,1032754,"https://ia.media-imdb.com/images/M/MV5BMmNjYmNkNzUtYzNmMC00NWMzLWEyMWYtNmQ2NTRhNzI2OGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
