,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2008),2216966,Il y a longtemps que je t'aime (2008) ,爱你长久 Il y a longtemps que je t'aime,剧情,悬疑,8.2,12856,29.0%,53.3%,16.3%,1.1%,0.2%,法国,德国,1005264,1021997,1027994,1317751,1101515,1129622,"https://ia.media-imdb.com/images/M/MV5BMTY1Njg2ODI1Ml5BMl5BanBnXkFtZTcwMzkzNzQ5MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
