,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2009),2257732,Night at the Museum: Battle of the Smithsonian (2009) ,博物馆奇妙夜2 Night at the Museum: Battle of the Smithsonian,喜剧,动作,奇幻,冒险,6.8,100593,8.5%,33.3%,49.9%,7.3%,0.9%,美国,加拿大,1289935,1054412,1022563,1006964,1044724,1009241,1055064,1036749,1027820,1009297,1017902,1049679,1031954,1307467,1044903,1022712,"https://ia.media-imdb.com/images/M/MV5BMGZjZDE2NjUtMzVkNy00N2UyLTg5MjYtYzY1ZmM1YWY3ZTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY268_CR4,0,182,268_AL_.jpg"
