,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),2174535,The A-Team (2010) ,天龙特攻队 The A-Team,动作,惊悚,冒险,7.6,57272,17.7%,47.9%,30.5%,3.4%,0.5%,美国,1044728,1031220,1013757,1036300,1193616,1035644,1006919,"https://ia.media-imdb.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
