,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2011),2138838,Captain America: The First Avenger (2011) ,美国队长 Captain America: The First Avenger,动作,科幻,冒险,6.6,155494,8.0%,27.4%,51.0%,11.6%,2.0%,美国,1044945,1017885,1000051,1021985,1047994,1040994,1017901,1022639,1040517,1054408,1107884,1031878,1044955,1027505,1274382,"https://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
