,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2000),2157131,Shao nian bao qing tian             ,少年包青天,剧情,悬疑,古装,8.0,59119,27.6%,47.7%,22.2%,2.0%,0.5%,中国大陆,1318015,1274557,1014738,1274821,1040990,1045565,1315424,1312795,1037023,1313031,1314497,"https://ia.media-imdb.com/images/M/MV5BZDhkOTNkYjYtMjJlOS00OGNmLWFlYzAtNzc3MDMxOWVhNTYxXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR5,0,182,268_AL_.jpg"
