,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2000),2153480,Xiang wu xiang yu you xiang feng             ,像雾像雨又像风,剧情,爱情,8.0,34525,26.8%,47.8%,23.9%,1.2%,0.2%,中国大陆,1274699,1316096,1053618,1274417,1027798,1014781,1275614,1053581,1258893,1315233,1007401,1315630,"https://ia.media-imdb.com/images/M/MV5BMzlhMjA5OTItYzFjNy00NzM2LTllMTctMzU4NDI0MDE0MjBmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
