,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2008),2213597,The Reader (2008) ,朗读者 The Reader,剧情,爱情,8.5,288082,39.5%,46.9%,12.8%,0.7%,0.1%,美国,德国,1044993,1054446,1040984,1006956,1007130,1041415,1014632,1259751,1016784,1121622,"https://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
