,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2007),2263102,Tenten (2007) ,转转 転々,喜剧,8.5,12437,38.8%,47.0%,13.0%,0.9%,0.2%,日本,1274386,1007189,1008191,1005460,1010036,1275827,1016968,1016878,1058969,"https://ia.media-imdb.com/images/M/MV5BMjUyMzk0NDQ3M15BMl5BanBnXkFtZTgwMDIxMjA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
