,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2010),2158222,Scott Pilgrim vs. the World (2010) ,歪小子斯科特对抗全世界 Scott Pilgrim vs. the World,喜剧,动作,爱情,奇幻,7.0,28774,14.8%,36.7%,36.8%,9.4%,2.4%,美国,英国,加拿大,1002716,1053576,1041018,1027160,1017885,1013789,1053551,1036381,1009269,1275108,1036543,1169055,"https://ia.media-imdb.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
