,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2006),2154096,Shi bing tu ji             ,士兵突击,剧情,9.2,66515,68.9%,24.4%,5.5%,0.6%,0.5%,中国大陆,1314924,1274388,1274763,1274291,1274761,1274762,1274258,1274252,1313486,1275669,"https://ia.media-imdb.com/images/M/MV5BOTgzODVhNzYtOWM3NS00MTAxLWEzMjQtNzkyZDI0NDgxNTg3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR17,0,182,268_AL_.jpg"
