,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(1993),2156704,Bao qing tian             ,包青天,剧情,历史,武侠,古装,8.0,32207,25.8%,50.9%,22.0%,1.1%,0.2%,台湾,香港,1320478,1274882,1014913,1274883,1030760,1009146,1360463,1337160,1323230,1321161,1357091,1372925,"https://ia.media-imdb.com/images/M/MV5BMzU1YTIwMjgtNDQxZi00NGZhLWE5MWYtOGVhYzU5ZmI0NDFhXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR31,0,182,268_AL_.jpg"
