,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(1993),2189642,Beijing ren zai Niu Yue             ,北京人在纽约,剧情,爱情,8.4,22016,35.3%,48.8%,15.2%,0.6%,0.2%,中国大陆,1303060,1274255,1021999,1313723,1275275,1290575,1367987,1342893,1316812,"https://ia.media-imdb.com/images/M/MV5BMzBkOTQ4YTItN2ZhMS00MzBkLTkzOTgtNjkwN2JjZThhZGE2XkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_UY268_CR43,0,182,268_AL_.jpg"
