,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,poster
0,(1990),2138382,Tom & Jerry Kids Show             ,Q版猫和老鼠 Tom and Jerry Kids Show,喜剧,动画,家庭,9.2,39285,70.3%,22.4%,6.6%,0.5%,0.1%,美国,"https://ia.media-imdb.com/images/M/MV5BMTgwNDUyMzYyM15BMl5BanBnXkFtZTcwNjc1NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
