,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1992),2154390,Bian ji bu de gu shi             ,编辑部的故事,喜剧,8.6,19928,49.4%,37.1%,11.5%,0.6%,1.5%,中国大陆,1274699,1319951,1000905,1313778,1315095,1121101,1275230,1315094,"https://ia.media-imdb.com/images/M/MV5BYzA0NGJkMjYtYTEwNS00NjUzLTk4YzYtMGU0NTgxOTAwMzY4XkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
