,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),2277018,Mai dou xiang dang dang (2009) ,麦兜响当当 麥兜響當當,喜剧,动画,7.4,83096,18.1%,40.9%,34.8%,5.2%,1.0%,中国大陆,香港,1304710,1274242,1050076,1127819,1274670,1304196,1326727,1357893,1342865,1357891,1357892,"https://ia.media-imdb.com/images/M/MV5BYmMwNzExYWEtNDQ2Ny00MjgzLWE4ZTAtY2M3ZWM5NTY2OWFjXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR16,0,182,268_AL_.jpg"
