,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,poster
0,(2002),2153592,Anchors Away             ,欲望都市  第五季 Sex and the City Season 5,喜剧,爱情,8.9,14594,56.5%,34.1%,8.7%,0.6%,0.1%,美国,1054389,1022572,1031811,1002678,"https://ia.media-imdb.com/images/M/MV5BMTI4MjAwMTUzMF5BMl5BanBnXkFtZTcwNTk2MTAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
