,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),2223596,G.I. Joe: The Rise of Cobra (2009) ,特种部队：眼镜蛇的崛起 G.I. Joe: The Rise of Cobra,动作,科幻,惊悚,冒险,7.2,115235,13.2%,42.4%,37.6%,5.7%,1.2%,美国,捷克,1032090,1031224,1003485,1101703,1025205,1002679,1105108,1006990,1053580,1017973,1013774,"https://ia.media-imdb.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
