,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),2252773,The Road (2009) ,末日危途 The Road,剧情,惊悚,冒险,灾难,7.7,28653,21.7%,46.4%,27.1%,4.0%,0.7%,美国,1286634,1054520,1248592,1013776,1018991,1035672,"https://ia.media-imdb.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_UY268_CR0,0,182,268_AL_.jpg"
