,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2009),2213591,17 Again (2009) ,重返十七岁 17 Again,剧情,喜剧,爱情,7.3,148586,11.6%,43.7%,40.7%,3.6%,0.4%,美国,1031751,1016676,1000023,1025213,1048025,1257609,1049638,1031176,1041003,1248487,1048120,1049555,1000186,1010566,"https://ia.media-imdb.com/images/M/MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
