,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2008),2138299,RocknRolla (2008) ,摇滚黑帮 RocknRolla,动作,惊悚,犯罪,7.5,27642,17.5%,46.3%,32.3%,3.4%,0.5%,美国,英国,1025148,1040500,1036397,1040513,1274374,1049501,1049489,1010533,1049714,"https://ia.media-imdb.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
