,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(1998),2157239,Jiang Ai Qing Jin Xing Dao Di             ,将爱情进行到底,爱情,7.9,21292,25.4%,46.1%,25.6%,2.3%,0.5%,中国大陆,1275554,1030006,1000571,1274550,1023601,1312838,1314039,1316815,1035279,1007401,1316814,1340841,1280566,1274298,1318585,1322340,1356295,1376308,1275548,"https://ia.media-imdb.com/images/M/MV5BYThkMGRmNTgtMWY2Zi00NjVmLWFmZWMtMDM4MGMxNWI2ZjdmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
