,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(1992),2153527,New Legend of Madame White Snake             ,新白娘子传奇 新白娘子傳奇,爱情,奇幻,古装,9.0,83507,61.7%,28.7%,8.7%,0.6%,0.2%,台湾,1326582,1358019,1042036,1033481,1276092,1313969,1274930,1313950,1313968,1317542,"https://ia.media-imdb.com/images/M/MV5BYjM4NWYwY2YtMjA1Ny00NjMyLWIyZDEtYmVmMzdmODZhNzkxXkEyXkFqcGdeQXVyNjY2OTc1MTM@._V1_UY268_CR7,0,182,268_AL_.jpg"
