,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2009),2209368,San suk si gin (2009) ,新宿事件,剧情,惊悚,犯罪,7.3,81060,12.8%,46.0%,36.5%,4.0%,0.7%,香港,1274289,1054531,1035579,1027502,1000571,1050059,1111282,1276076,1048476,1274279,1032379,1025476,1010115,1341582,"https://ia.media-imdb.com/images/M/MV5BMTM4MjI4MzcxOV5BMl5BanBnXkFtZTcwNjQ2MDQxMw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
