,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2008),2209573,Slumdog Millionaire (2008) ,贫民窟的百万富翁 Slumdog Millionaire,剧情,爱情,8.5,414514,40.7%,45.0%,13.3%,0.8%,0.2%,英国,美国,1054404,1276097,1025134,1276100,1013932,1276101,1276102,1025061,1108861,1312280,1312283,1048343,1311428,"https://ia.media-imdb.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
