,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),2257759,Nine (2009) ,九 Nine,剧情,爱情,歌舞,6.9,23945,10.3%,34.0%,46.4%,8.3%,1.0%,美国,意大利,1027276,1056177,1006955,1005774,1054384,1054442,1035673,1049559,1055830,"https://ia.media-imdb.com/images/M/MV5BMTY5ODA2MzQxMl5BMl5BanBnXkFtZTcwMTI4NTEwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
