,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2007),2255841,[Rec] (2007) ,死亡录像 [Rec],恐怖,7.5,45008,19.2%,44.3%,30.1%,5.2%,1.2%,西班牙,1040748,1294615,1027321,1364660,1364661,1296161,1364662,1364663,1107921,"https://ia.media-imdb.com/images/M/MV5BZTJmNTZlZWUtZTQ2Yi00YTFjLWFiNzctYzFlNmZmZGMzYTlmXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
