,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2007),2270390,Garireo             ,神探伽利略 ガリレオ,剧情,悬疑,8.2,55104,30.9%,48.7%,19.0%,1.2%,0.2%,日本,1316253,1316255,1316263,1315251,1006103,1141865,1012650,1041558,1043351,1315820,1008516,1019420,1098533,1005418,1012721,1024403,1028076,1019378,1015047,1022858,1217486,"https://ia.media-imdb.com/images/M/MV5BYWQ5NzBmZmYtMmQ2MS00YTUzLWFjOTUtZThkNzc1NjAxMjcxXkEyXkFqcGdeQXVyMzE1MjAxNzU@._V1_UY268_CR114,0,182,268_AL_.jpg"
