,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2008),2222995,Ying han (2008) ,硬汉,喜剧,动作,6.1,40575,4.4%,21.3%,53.2%,16.7%,4.5%,中国大陆,香港,1274856,1000572,1050076,1301518,1053581,1274556,1005623,1275691,"https://ia.media-imdb.com/images/M/MV5BZmJkOWM4M2ItYzk1ZS00MDYyLTlmMWUtYjk3M2I5ODFmNjZjXkEyXkFqcGdeQXVyMzc1NTUwNjM@._V1_UX182_CR0,0,182,268_AL_.jpg"
