,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(1996),2148619,Li kai Lei Feng de ri zi (1996) ,离开雷锋的日子,剧情,传记,7.2,23559,11.9%,41.3%,41.0%,4.3%,1.5%,中国大陆,1318130,1323003,1274585,1215394,1274736,1369659,1054562,1275540,1274714,1369660,1327715,1276158,1324444,1369664,1369665,1325778,1305338,1327572,1369666,1369667,1363929,1327672,1318705,"https://ia.media-imdb.com/images/M/MV5BMmQ5ZGU1ZTUtM2IyYS00Mzc5LTlmZDQtMGQyODZjNjFhMzc0XkEyXkFqcGdeQXVyNDc2NzI5NDA@._V1_UY268_CR2,0,182,268_AL_.jpg"
