,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(1986),2156663,Xi you ji             ,西游记,剧情,动作,奇幻,冒险,古装,9.5,91367,78.8%,16.9%,3.9%,0.3%,0.1%,中国大陆,1313783,1274392,1274588,1274586,1274589,1274587,1024922,1274897,1274896,1005268,"https://ia.media-imdb.com/images/M/MV5BNjNkNWQzY2YtMzNjNC00YjM0LWEyMTUtZWNhZTE4ODZjOTY5XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR6,0,182,268_AL_.jpg"
