,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2009),2282449,The Imaginarium of Doctor Parnassus (2009) ,魔法奇幻秀 The Imaginarium of Doctor Parnassus,悬疑,奇幻,冒险,6.9,33749,11.3%,34.8%,43.6%,8.6%,1.7%,英国,加拿大,法国,1047980,1006957,1036321,1048117,1022620,1054456,1010510,1084255,1013880,1036356,"https://ia.media-imdb.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
