,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1994),2264216,Guo ba yin             ,过把瘾,剧情,8.4,10885,37.4%,44.1%,17.8%,0.6%,0.1%,中国大陆,1274699,1010208,1276046,1304661,1313768,1011398,1314331,"https://ia.media-imdb.com/images/M/MV5BOTUzNDkyNGEtYWQ4Ny00OTY1LWFkOTktNjg4MzYyYjE0OTk3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR17,0,182,268_AL_.jpg"
