,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2003),2157130,The Story of a Noble Family             ,金粉世家,爱情,家庭,8.3,61976,34.3%,46.5%,17.8%,1.2%,0.3%,中国大陆,1275716,1053618,1001074,1049732,1182844,1275683,1314212,1275548,1314574,1275666,1316298,1358962,1274413,1274590,1274879,1274777,1275860,1323321,1318701,"https://ia.media-imdb.com/images/M/MV5BNzcxNTI2MWYtMDk4OS00ODkxLWI0MmItMjUyY2I3ZTE4MmViXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY268_CR2,0,182,268_AL_.jpg"
