,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2008),2157507,Za majikku awâ (2008) ,魔幻时刻 ザ・マジックアワー,喜剧,8.3,20448,34.0%,48.3%,16.1%,1.4%,0.2%,日本,1010252,1037432,1037028,1014844,1035655,1041742,1009219,1041631,1037221,1105724,1161267,1041592,1050774,1059553,1019420,1159106,1019486,1033952,1275817,1017255,"https://ia.media-imdb.com/images/M/MV5BYTczNjZkY2UtOWEyYS00MWI5LWIwNWYtMTUzYjY2NDE3NWVhXkEyXkFqcGdeQXVyNTEwMzkyODI@._V1_UY268_CR9,0,182,268_AL_.jpg"
