,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(1999),2279152,Meitantei Conan: Seiki matsu no majutsushi (1999) ,名侦探柯南：世纪末的魔术师 名探偵コナン 世紀末の魔術師,喜剧,动画,悬疑,犯罪,冒险,8.4,63536,37.8%,46.7%,14.8%,0.6%,0.1%,日本,1315328,1048421,1003697,1038560,1051141,1018954,1008133,1037542,1003728,1025675,1015949,1025401,1002915,"https://ia.media-imdb.com/images/M/MV5BYjZjNmNmNDMtYTI2MC00N2QyLWI3NDctOWQ5NmQ4OTQxMWJmXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
