,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2011),2159331,The Smurfs (2011) ,蓝精灵 The Smurfs,喜剧,动画,奇幻,7.2,82800,14.8%,39.2%,38.9%,6.1%,1.1%,美国,比利时,1036533,1017896,1009237,1044724,1041129,1041102,1006980,1044900,1049545,1044941,1022630,1049876,1131687,1055987,1053562,"https://ia.media-imdb.com/images/M/MV5BOTUzNTczYTMtMzdkOC00ODlkLTk1NDMtYWYxMzQyYzI1YmVjXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
