,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),2149806,Departures (2008) ,入殓师 おくりびと,剧情,8.8,337769,50.6%,39.5%,9.3%,0.5%,0.1%,日本,1158861,1036923,1098533,1037053,1025510,1012794,1048388,"https://ia.media-imdb.com/images/M/MV5BOTY1MTZhZDMtNTg0OC00YjFjLTgzNDEtYTU0M2M3OTNhNWMxXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY268_CR5,0,182,268_AL_.jpg"
