,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),6057942,Eun-mil-ha-gae eui-dae-ha-gae (2013) ,隐秘而伟大 은밀하게 위대하게,喜剧,动作,7.7,109592,23.5%,45.1%,27.5%,3.4%,0.6%,韩国,1314694,1306206,1313367,1275040,1314547,1323874,1314613,1324507,1320452,1275772,"https://ia.media-imdb.com/images/M/MV5BMDgzZjNkMTUtNTdlOC00OGZiLWE2OGUtMzcyOWNiZmRmMzQxXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_UY268_CR2,0,182,268_AL_.jpg"
