,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2011),5908477,White Vengeance (2011) ,鸿门宴传奇,剧情,动作,爱情,历史,古装,6.3,82449,7.7%,26.4%,45.2%,15.4%,5.4%,中国大陆,香港,1275585,1036978,1275721,1049732,1274319,1050076,1075760,1045364,1316004,1316944,1317554,1316892,1314476,1275864,1316710,1028360,1054282,1317555,1317188,"https://ia.media-imdb.com/images/M/MV5BODA0MjAwMDY4MV5BMl5BanBnXkFtZTgwODI4NjI2MDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
