,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),6517421,Now You See Me (2013) ,惊天魔盗团 Now You See Me,剧情,悬疑,犯罪,7.5,268284,17.4%,46.5%,31.4%,3.9%,0.7%,美国,法国,1018091,1027144,1041001,1053560,1017991,1040505,1103688,1054534,1054509,1104615,"https://ia.media-imdb.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
