,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2014),5317291,Xi you ji: Da nao tian gong (2014) ,西游记之大闹天宫,动作,奇幻,4.1,107331,2.0%,4.9%,24.6%,33.6%,34.8%,中国大陆,香港,1274240,1025194,1044899,1041390,1050590,1313672,1275936,1022095,1050335,1000975,1313619,1313922,1274276,1005843,1313369,1313907,1312767,1335886,"https://ia.media-imdb.com/images/M/MV5BODYxMTA1MjU1N15BMl5BanBnXkFtZTgwMDY3NjQyNTE@._V1_UY268_CR5,0,182,268_AL_.jpg"
