,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2014),6126442,Yi bu zhi yao (2014) ,一步之遥,喜剧,爱情,冒险,6.3,181988,11.8%,25.7%,36.9%,16.9%,8.8%,中国大陆,美国,香港,1021999,1021999,1000905,1037851,1138320,1011513,1010208,1313288,1333805,1040056,1326544,1275893,1344685,"https://ia.media-imdb.com/images/M/MV5BZjBiMmY1NGUtZWQ1ZC00MjQ3LWE4ZTQtMDVmNDE0ZjM1MzVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
