,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),5413527,Homeland             ,国土安全  第一季 Homeland Season 1,剧情,悬疑,惊悚,8.3,42346,34.2%,47.1%,16.4%,1.8%,0.5%,美国,1009655,1276387,1292860,1287775,1299669,1355455,1005326,1053582,1004573,1036380,1017908,1094293,1323493,1324062,1228623,1323409,"https://ia.media-imdb.com/images/M/MV5BZjNiOTA4YTEtYmE0Ni00Mzg4LTg1OTgtNTE0YWE3YTc0MDVhXkEyXkFqcGdeQXVyNjc3OTUzNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
