,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),5975206,Waga haha no ki (2011) ,记我的母亲 わが母の記,剧情,8.6,6887,44.6%,44.2%,10.2%,0.8%,0.2%,日本,1013702,1165478,1014853,1037138,1119854,1005233,1315155,1020471,1275342,1318970,1323325,"https://ia.media-imdb.com/images/M/MV5BNmYzMTE3ZWEtMWQ5NS00MGY4LWIyYTItNzM3MzllNzc3N2U0XkEyXkFqcGdeQXVyNjI3MjQ5NzA@._V1_UY268_CR4,0,182,268_AL_.jpg"
