,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),6557005,The Skank Reflex Analysis             ,生活大爆炸  第五季 The Big Bang Theory Season 5,喜剧,9.0,85970,59.3%,32.0%,7.9%,0.5%,0.1%,美国,1319438,1044725,1000004,1036309,1036349,1044886,1063054,1328903,1274987,"https://ia.media-imdb.com/images/M/MV5BMjAzNjA4MjQ4OF5BMl5BanBnXkFtZTcwMjEyOTYzNg@@._V1_UY268_CR88,0,182,268_AL_.jpg"
