,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,poster
0,(2014),6521506,En duva satt på en gren och funderade på tillvaron (2014) ,寒枝雀静 En duva satt på en gren och funderade på tillvaron,剧情,喜剧,7.8,12350,25.3%,45.0%,23.5%,4.4%,1.7%,瑞典,德国,挪威,法国,1000561,1107750,"https://ia.media-imdb.com/images/M/MV5BODU3MTgxOTItMjRkYS00NDcwLTkyMDMtZGE4NTQwZWIzMzYwXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_UY268_CR4,0,182,268_AL_.jpg"
